Time,"Adair County, OK","Alfalfa County, OK","Atoka County, OK","Beaver County, OK","Beckham County, OK","Blaine County, OK","Bryan County, OK","Caddo County, OK","Canadian County, OK","Carter County, OK","Cherokee County, OK","Choctaw County, OK","Cimarron County, OK","Cleveland County, OK","Coal County, OK","Comanche County, OK","Cotton County, OK","Craig County, OK","Creek County, OK","Custer County, OK","Delaware County, OK","Dewey County, OK","Ellis County, OK","Garfield County, OK","Garvin County, OK","Grady County, OK","Grant County, OK","Greer County, OK","Harmon County, OK","Harper County, OK","Haskell County, OK","Hughes County, OK","Jackson County, OK","Jefferson County, OK","Johnston County, OK","Kay County, OK","Kingfisher County, OK","Kiowa County, OK","Latimer County, OK","Le Flore County, OK","Lincoln County, OK","Logan County, OK","Love County, OK","Major County, OK","Marshall County, OK","Mayes County, OK","McClain County, OK","McCurtain County, OK","McIntosh County, OK","Murray County, OK","Muskogee County, OK","Noble County, OK","Nowata County, OK","Okfuskee County, OK","Oklahoma County, OK","Okmulgee County, OK","Osage County, OK","Ottawa County, OK","Pawnee County, OK","Payne County, OK","Pittsburg County, OK","Pontotoc County, OK","Pottawatomie County, OK","Pushmataha County, OK","Roger Mills County, OK","Rogers County, OK","Seminole County, OK","Sequoyah County, OK","Stephens County, OK","Texas County, OK","Tillman County, OK","Tulsa County, OK","Wagoner County, OK","Washington County, OK","Washita County, OK","Woods County, OK","Woodward County, OK"
03/1990,7842,2855,5063,3016,8513,5147,13893,12129,39322,19624,15578,5887,1665,94848,2552,42643,2910,6388,29336,13627,11881,2431,2193,26819,11491,19441,2591,2374,1389,2042,4447,5374,10663,2925,4156,23529,6528,4745,4192,19149,13132,13535,3644,3715,4418,14805,11168,13814,6708,5449,29481,5356,4404,4257,307098,15462,19218,13531,7353,31019,17198,16040,26523,4343,1939,28643,10480,15248,18063,8429,4289,268776,24395,22740,5204,4359,9276
03/1991,8798,2762,4722,2971,8585,4907,13492,11501,38708,19283,15509,5948,1727,92866,2660,40667,2409,6274,29527,13359,12666,2281,1987,26489,11874,18518,2506,2299,1377,1969,4516,5323,10162,2818,3950,22999,6461,4672,4292,17847,13430,13102,3662,3584,4293,14741,10944,14428,6657,5491,28922,5268,4276,4266,298424,15393,18588,13066,6670,30518,17910,16117,25879,4399,1892,28656,10469,15405,19103,8111,4319,267785,24061,22243,5143,4407,8790
03/1992,9135,2745,4798,2960,8897,5024,13261,12158,39413,19557,15822,5904,1821,93541,2522,41934,2338,6459,28991,13846,12722,2553,1964,26228,11257,19211,2490,2196,1409,2043,4357,5439,10013,3067,4170,23428,6536,4711,4282,16903,13815,13029,3695,3783,4802,14200,11192,14448,6611,5531,28987,5135,4299,4510,305149,14823,18526,12866,6701,32515,17752,15918,26025,4621,2069,28800,10558,15189,18581,8443,4359,266603,24209,22491,5307,4393,8944
03/1993,9776,2633,4888,2850,8906,4788,13694,12050,39528,19972,15831,5777,1703,95114,2568,42647,2323,6340,29468,13242,13577,2348,1866,26670,10976,19171,2447,2331,1324,1972,4263,5483,10268,3261,4408,23794,6347,4768,4202,18373,14633,13349,3916,3588,4946,14330,11106,14352,6814,5564,29252,5154,3905,4418,302506,14579,18831,13051,6753,33029,17933,15994,25945,4712,1968,29570,10676,15756,18157,8376,4137,270156,24648,20749,5127,4308,8967
03/1994,10003,2546,4761,2948,9184,4972,13766,11690,40129,20067,16076,5933,1649,96895,2508,41875,2313,6300,30529,13311,14200,2320,1893,27173,11383,19821,2374,2368,1282,1950,4218,5646,10664,3168,4580,23368,6677,4746,4440,18955,14519,13615,3821,3762,5028,14446,11454,14894,7117,5509,29646,5728,4001,4297,305120,15282,18980,13155,6712,34258,17746,15992,26068,4874,1940,30968,10793,15957,18285,8599,4179,273944,25405,20825,5153,4424,9031
03/1995,10136,2654,4982,3018,9504,4823,13931,11826,41330,20314,16383,5632,1698,99999,2768,40063,2376,6399,30364,13202,14855,2293,1859,27049,10913,20405,2102,2434,1370,1924,4248,5426,11054,3309,4913,22709,7007,4729,4320,20136,14592,13836,3837,3911,5237,14994,11829,14739,7196,5514,28887,5612,3763,4221,309028,15200,18870,13483,6565,34817,17501,16271,26431,4993,1971,30901,10641,16321,17790,9251,4049,273279,25690,19811,5208,4740,9039
03/1996,9849,2578,4916,2896,9334,4816,14551,11991,42668,20412,16843,5769,1710,102639,2773,40480,2381,6494,30521,12916,15819,2267,1851,26837,11378,20750,2553,2492,1375,1852,4287,5466,11146,3248,4847,22804,6724,4698,4544,19634,14649,13867,3906,3950,5016,15821,12223,14962,7254,5632,29085,5544,3844,4299,313549,14946,18853,13381,6515,35499,17208,16246,27373,5236,1963,31360,10411,16175,17483,11412,3952,273158,26038,19354,5194,4314,9209
03/1997,9275,2585,4748,2936,9481,4878,15240,12131,44032,20550,17393,5628,1697,106342,2739,41199,2382,6937,31684,12428,15825,2111,1693,27549,11367,20516,2383,2621,1351,1862,4827,5210,12111,3499,4622,22411,6865,4569,4970,19338,14344,14211,3833,4068,5113,14640,12499,14908,7321,5585,30005,5650,3918,4431,320007,14534,19549,13500,6486,35873,17606,17065,27715,5168,2023,33205,10402,16934,17809,13438,3949,284575,27092,20445,4952,4499,9385
03/1998,9223,2490,4932,2901,9602,4715,16816,12628,44692,20226,17991,5551,1797,108802,2586,41053,2263,6859,32715,12348,17058,2092,1669,27754,11366,20303,2357,2538,1374,1674,4938,5744,12930,3146,4663,22359,7098,4612,4656,19761,14031,14013,3773,4133,5098,14902,12803,14927,7868,5502,31708,5905,3649,4049,322473,14682,20124,13141,6457,35967,17123,16898,27964,5163,2005,34917,10381,17434,18246,13982,3697,293633,28271,18855,5075,4413,9186
03/1999,8897,2496,4903,2769,9823,4519,16790,13008,46453,20169,18640,5526,1730,112355,2535,41081,2132,6594,33098,12101,17437,2001,1659,27405,11229,19735,2199,2474,1229,1735,4934,5667,12888,3141,4932,21770,6782,4646,4635,20716,14434,14436,3755,3864,5329,15986,13261,15695,8052,5417,31694,5713,3814,3768,331133,14578,20075,13465,6453,37848,18342,17205,28810,5092,1995,36309,10111,17195,17981,14028,3548,296526,28543,19523,4967,4456,8918
03/2000,9167,2591,5241,2939,8551,4881,16805,12237,46597,20823,19114,6225,1565,111434,2513,43528,2921,6945,31630,13175,15928,2302,2126,27785,12583,21963,2524,2238,1383,1845,5003,5529,11888,2822,4520,22229,7076,4514,4330,20659,14914,16983,4217,3890,5715,17441,13839,14655,7918,6003,29395,5676,4858,4421,326750,16954,20595,14975,7846,36666,18086,16788,30285,4670,1775,35725,10459,17150,19054,10451,3769,293376,29111,22892,5506,4584,9084
03/2001,9108,2550,5242,2909,8871,4699,17460,12187,47450,21156,19107,6215,1554,113780,2478,42504,2841,6775,31792,13201,15963,2301,2087,27867,12577,22092,2422,2267,1412,1919,5494,5356,11922,2669,4569,22369,7166,4521,4705,20942,14962,17256,4262,3864,5524,18163,13927,16627,8053,5954,28564,5726,4771,4816,330767,16929,20793,15879,7892,36459,17564,16837,30332,4791,1765,36614,10630,17499,19451,10625,3682,294696,29701,23437,5847,4634,9534
03/2002,9258,2538,5389,2939,8951,4645,17734,12248,48284,21661,19877,6448,1467,115048,2524,43543,2724,6692,32512,12973,16766,2301,2098,27572,12960,22547,2481,2265,1393,1890,5567,5348,11976,2509,4504,22856,7307,4571,4068,21175,15085,17363,4333,3744,5805,17097,14011,15050,8201,6076,29478,5307,4891,4840,332584,17025,21098,15158,7993,35002,18402,16870,30341,4860,1776,37919,10693,17647,19559,10574,3657,299876,30799,22624,5919,4857,9539
03/2003,9758,2639,5747,3005,8954,4818,17572,12579,48141,22242,19783,6659,1634,114060,2836,44901,3060,6714,31912,13070,16572,2486,2219,27435,13095,22289,2635,2324,1480,2019,5627,5438,12751,2526,4823,21857,7453,4585,4014,21087,14658,17352,4455,3876,5822,16474,13943,14873,8144,5774,28686,5367,4949,4734,328388,16702,20616,15184,7836,34800,19173,17973,30175,5253,1953,38082,10608,17710,19470,10624,3820,292263,30556,23744,5951,4925,9646
03/2004,9616,2488,5512,2844,9022,4571,18139,12148,49566,22423,20655,6343,1424,115573,2334,45538,3163,6525,31652,13391,16493,2315,2089,27212,13096,22844,2374,2220,1380,1748,5247,5300,12577,2374,4621,22137,7103,4227,4151,21166,14757,17856,4737,3605,5997,16365,14206,14898,8525,6259,28613,5250,4830,4445,330101,16883,20464,15263,7737,34879,19503,17733,29987,4939,1804,38669,10305,17907,19331,9864,3532,290373,31093,23799,5730,4590,9527
03/2005,9610,2318,5566,2845,9391,4707,19063,11910,50705,23335,20802,6389,1269,117528,2209,45163,3284,6550,31601,13444,16817,2334,2086,28147,13057,23162,2371,2044,1367,1757,5199,5123,12173,2180,4837,20836,7642,3951,4144,20985,14664,17918,4707,3564,6073,16351,14691,14131,8240,6657,28854,5387,4858,4532,331471,16671,20487,15799,7698,35184,19993,18145,31006,5212,1743,39248,10047,17812,19659,9095,3426,288835,31571,24425,5692,4422,10057
03/2006,10215,2296,5566,2817,10001,4774,20031,11825,51289,23543,21176,6802,1207,117315,2307,44706,3286,6757,31331,13784,17138,2387,2144,29041,13314,23437,2424,2038,1417,1755,5412,5060,12461,2290,4948,22082,7818,3946,4040,21458,14492,17723,4721,3665,6249,16905,14801,13955,8276,7407,29466,5569,4745,4433,328238,16396,20398,16266,7624,36079,21033,19845,31629,5380,1747,39932,10235,18225,20357,8931,3443,291251,32446,25025,5718,4405,11026
03/2007,10960,2355,5993,3075,11286,4932,20291,12022,50891,25375,22966,7027,1305,117454,2565,44453,3608,7508,30835,14026,18205,2468,2362,29971,14328,22779,2523,2009,1332,1866,5737,4931,12591,2400,5263,22660,8377,3962,4209,21015,13860,16945,5056,3889,6472,18370,14731,14281,8528,7910,29827,5970,4915,4633,322617,15991,20018,16844,7344,38599,22286,20289,33120,5135,1892,39608,10498,17908,21363,9311,3527,289810,32423,26607,5938,4679,11663
03/2008,10585,2410,5934,3176,12120,4977,20427,12188,51356,26264,22652,6846,1200,117486,2475,45275,4015,7200,30854,14391,18408,2547,2501,30661,14570,22540,2491,1979,1312,1964,5953,4977,12262,2345,5135,23221,8487,3929,4592,20911,13617,17498,5217,4168,6523,18436,14744,13885,8537,8178,29188,5689,4975,4515,319410,15788,19872,16965,7202,34522,23567,19981,32503,5200,1878,39855,10856,17732,21820,9573,3433,291140,32955,26915,5964,4260,12337
03/2009,11052,2548,6181,3390,12299,4983,20392,12787,53164,28527,23880,7104,1260,119839,2667,46704,3357,7377,31042,14979,19422,2684,2497,31497,15230,23129,2608,2066,1329,2064,6078,5741,12134,2534,5266,23429,7785,4057,4617,20670,13898,18086,5567,4321,6378,18384,15110,14659,8666,9074,30097,6235,5213,4776,324759,15926,19626,18591,7341,35140,23409,20788,33443,5587,1930,40282,11122,17437,22311,7493,3613,292735,33290,28200,6353,4555,11805
03/2010,8877,2475,5163,2822,10170,4646,18390,11819,59383,20803,19295,6197,1444,129488,2345,51176,2990,6592,31615,14011,17095,2239,2061,28180,12176,25104,2529,2200,1323,1845,4959,5654,11416,2681,3820,21071,7338,4259,4542,20610,15481,19535,4834,3896,6520,18110,16963,14394,7438,6283,29662,5217,4905,4358,349943,16809,21148,14554,7662,36481,18904,17879,30820,5021,1716,43156,10095,17996,19581,8451,3359,304449,34992,24047,5376,4262,9117
03/2011,8763,2567,5076,2960,10927,4376,17279,11796,60868,21696,19267,6103,1448,131512,2349,50386,2921,6278,31060,15102,17043,2523,2107,28407,12151,25093,2593,2191,1356,1933,4715,5667,11528,2686,3702,20524,7648,4291,4441,20157,15382,20021,4764,4040,6686,18007,17153,15097,7481,6395,29863,5315,4914,4440,353137,16460,21123,14323,7586,36603,19031,18044,31274,5054,1922,42612,10013,17562,20227,8937,3381,300686,34744,23870,5522,4513,9727
03/2012,8636,3093,5038,3209,12287,4414,17504,11905,62888,21786,18862,5930,1430,134498,2451,50463,2934,6418,31157,15784,17225,2552,2284,29226,12578,25490,2722,2220,1484,2011,4588,5852,11341,2647,3730,20351,7805,4347,4552,20026,15506,20470,5076,4128,6883,18428,17557,14564,7496,6669,29960,5571,4917,4525,361612,16438,21066,14646,7478,37387,18828,18314,32167,5101,2023,43103,10163,17293,20575,9379,3468,304808,35391,24284,5739,4642,10640
03/2013,8399,2967,4932,3041,12318,4328,17419,11600,64245,22137,18866,5991,1313,135665,2267,50002,2893,6298,30980,15916,16872,2671,2355,29393,12244,25418,2709,2021,1393,1976,4581,5934,11046,2655,3570,20017,7818,4190,4180,19873,15401,20590,5279,4142,6903,18835,17761,14859,7404,6506,29769,5383,4819,4464,365234,16195,20967,14430,7355,37343,18327,17804,31969,4768,1872,43400,9855,16884,20660,9522,3439,307728,35586,24490,5605,5263,10801
03/2014,8154,3066,4882,3051,12397,4486,17783,11148,65282,21938,18407,5773,1284,134396,2330,49087,2840,5970,30676,15995,16951,2349,2343,29340,12725,25196,2715,2041,1355,1973,4391,5596,10691,2714,3628,19337,7874,4104,4042,19333,15375,20807,5299,4321,6955,18658,17968,14311,7056,6467,29137,5568,4800,4444,366364,15866,20754,13829,7222,38718,17148,17780,32140,4656,1811,43262,9543,16636,20011,9309,3385,308688,35225,24353,5584,5325,10734
03/2015,8209,3202,4864,3144,12654,4491,18134,11812,67768,22542,19340,5915,1399,136967,2331,49516,2873,6260,31026,15878,17240,2471,2444,29902,12738,26101,3407,2177,1319,2075,4481,5828,10974,2724,3920,19133,8377,4194,3886,19540,15827,21346,5861,4491,6854,19367,18690,14942,7098,6696,29548,5633,4854,4524,372088,16156,21064,14260,7468,37969,17244,18158,32442,5075,1889,44050,9600,16731,20631,9800,3437,314574,35894,24375,5720,5500,10588
03/2016,8193,3141,5086,2927,10919,4371,19452,11867,69544,22583,19517,5729,1406,139255,2369,49274,2885,6272,31532,15259,17844,2640,2273,29160,12811,26161,3052,2217,1308,1935,4542,5636,11010,2763,4332,18971,8430,4189,3767,19767,15943,21612,6480,4023,6709,19492,19025,14867,7051,6307,29355,5713,4713,4629,375601,16205,21115,14429,7515,38561,17640,18710,33149,4855,1790,44823,9583,16887,19917,9509,3372,318355,36631,24026,5368,5366,9550
03/2017,8097,2942,5162,2982,11083,4403,19929,12317,69453,22508,19247,5732,1375,139481,2340,49470,2851,5969,31330,15403,18186,2361,2243,28118,12585,25933,2851,2060,1269,1851,4364,5537,10983,2564,4819,19117,8580,3946,3477,19455,15775,21576,6662,3953,6585,19203,18919,14781,6972,6341,29570,5818,4618,4492,376073,16055,21004,14432,7402,38951,17353,18833,33042,4756,1830,44776,9422,16644,18302,9338,3294,317977,36595,23113,5256,5036,9387
04/1990,7960,2844,4905,3107,8390,5225,13942,12087,39480,19465,15643,6032,1667,94698,2562,42478,3011,6506,29419,13663,12091,2337,2244,26804,11638,19639,2545,2430,1406,2052,4384,5298,10989,2922,4036,23248,6533,4804,4094,18399,13062,13456,3610,3772,4468,15122,11167,13828,6558,5479,29542,5272,4461,4334,307562,15666,19089,13684,7475,30863,17142,16049,26437,4318,2046,28356,10502,15312,18347,8571,4314,267537,24263,23277,5190,4404,9186
04/1991,9091,2780,4827,2979,8700,5278,13741,11803,39215,19462,15970,6022,1739,93591,2514,41414,2402,6342,29645,13575,12876,2445,2013,26530,11710,18531,2581,2341,1374,2003,4315,5331,10264,2778,3954,23212,6505,4829,4476,18023,13320,13263,3696,3671,4412,14767,11043,14449,6626,5593,29291,5215,4332,4403,301645,15640,18827,13106,6788,30334,18061,16103,26317,4385,1968,28724,10652,15395,19103,8288,4161,268517,24246,22411,5235,4377,8818
04/1992,9414,2779,4604,2970,8888,4788,13609,11929,39218,19493,16380,6031,1892,93524,2475,42111,2437,6560,29266,13796,13118,2466,1937,26448,11290,19091,2537,2273,1420,2040,4372,5402,10012,3095,4258,23583,6426,4807,4180,17478,13602,13170,3695,3811,4822,14185,10920,14425,6553,5671,29019,5166,4266,4549,299542,14782,18605,12970,6744,32729,17961,15988,25564,4599,2028,28891,10560,15205,18794,8600,4385,267891,24572,22476,5309,4446,8783
04/1993,9667,2668,4780,2891,9008,5051,13758,11980,39483,20041,16197,5996,1751,95147,2568,42419,2309,6319,29371,13264,13972,2331,1884,26785,11107,19433,2453,2327,1340,2023,4301,5514,10455,3256,4424,23641,6477,4827,4143,18115,14532,13267,3882,3627,4899,14164,11257,14261,6784,5473,29146,5200,3947,4389,302645,14695,18687,13206,6854,33253,17849,15867,25905,4780,2042,29394,10732,15660,18103,8693,4087,268661,24660,20955,5131,4332,8782
04/1994,10391,2731,4834,3079,9377,5169,13909,12081,40131,20170,16641,5929,1842,96928,2628,41107,2385,6330,30097,13534,14757,2328,1994,27125,11610,20013,2483,2451,1389,2034,4349,5825,10953,3332,4768,23010,6865,4894,4303,18881,14687,13583,3855,3840,5061,14755,11461,14911,7097,5523,29639,5766,3998,4424,303807,15183,18934,13112,6839,33950,17765,15861,25829,4935,2113,30508,10857,16015,18311,8904,4255,272217,25289,20672,5260,4452,9161
04/1995,9923,2658,4930,3039,9517,4867,13886,11796,41494,20358,16722,5593,1738,99997,2725,40317,2382,6425,30098,13280,15517,2283,1848,26952,10941,20619,2599,2502,1333,1955,4127,5463,11141,3322,4977,22768,7000,4828,4430,19648,14919,13847,3835,3931,5203,15063,11853,14875,7127,5654,29008,5739,3744,4366,308982,15122,18742,13522,6583,34839,17598,16161,26419,5000,1998,30599,10691,16231,17638,9298,4104,271858,25542,19840,5274,4267,9038
04/1996,9955,2612,5017,2942,9184,4913,14551,12064,42639,20513,17111,5914,1795,102410,2768,40697,2358,6461,30504,12960,16149,2228,1873,26648,11530,20784,2580,2555,1374,1869,4271,5354,11233,3449,4893,22727,6749,4780,4385,19322,14941,13891,3868,3991,5013,15775,12182,15132,7239,5699,29168,5615,3769,4478,312793,15035,18827,13438,6666,35590,17454,16095,27281,5242,2040,31316,10246,16153,17612,11605,3991,273419,26082,19400,5198,4314,9166
04/1997,9086,2435,4801,2898,9353,4848,15130,12133,44042,20464,17423,5706,1644,106103,2745,40782,2402,6942,31587,12595,15926,2077,1657,27958,11481,20410,2414,2591,1352,1714,4736,5235,12384,3444,4566,22039,6916,4583,4779,19049,14309,14158,3832,3947,5130,14237,12506,14814,7270,5576,29927,5607,3946,4353,319373,15100,19538,13574,6492,36801,17871,16987,27571,5161,2011,33096,10228,16779,17652,13292,3822,283561,27056,20524,4997,4433,9174
04/1998,9103,2496,4879,2823,9561,4670,16769,12550,44977,20539,17838,5684,1753,109148,2530,40508,2286,6703,32694,12395,17184,2066,1636,28143,11353,20224,2398,2496,1360,1736,4872,5575,12563,3232,4649,22194,7112,4637,4522,19737,14100,14057,3866,3991,5103,14794,12798,14815,7643,5464,31060,5835,3674,3994,323741,14757,20110,13130,6281,36115,17190,16853,28208,5080,2002,34924,10238,17221,18074,13889,3709,294315,28343,18774,5117,4523,9413
04/1999,9046,2578,4894,2696,10014,4601,17075,13315,46128,20462,18804,5634,1746,111529,2542,40856,2219,6647,33155,12190,17406,2054,1671,27376,11134,19604,2245,2521,1265,1766,4891,5467,12742,3207,4952,21857,6906,4829,4511,20131,14477,14358,3802,3930,5430,15832,13182,15785,8097,5427,32205,5705,3821,3694,328522,14561,20100,13458,6475,37961,18227,17212,28569,4977,2023,36309,9951,17232,17687,14281,3601,296826,28646,19511,5027,4498,9000
04/2000,8983,2507,5207,2901,8424,4827,16685,12150,46612,20813,19181,6133,1488,111403,2460,43483,2821,6808,31809,13273,15862,2252,2062,27855,12447,21938,2505,2240,1363,1816,5038,5429,11854,2827,4436,21956,7074,4428,4320,20714,14871,16988,4200,3858,5713,18097,13864,14265,7968,6005,29407,5680,4882,4526,326564,17026,20684,15662,7872,36744,18071,16860,30244,4576,1739,35926,10387,17170,19143,10107,3736,295023,29288,22846,5337,4549,9067
04/2001,9022,2458,5352,2962,8592,4553,17662,11959,47257,21371,19007,6339,1478,113029,2528,42813,2798,6735,31873,13022,16019,2277,2035,27369,12687,21974,2426,2202,1386,1892,5377,5236,11892,2601,4566,22633,7164,4480,4459,20807,14845,17218,4293,3783,5608,18127,13817,15904,8105,5972,28748,5549,4705,4596,327955,16956,20858,15834,7905,35028,17937,16683,29706,4800,1763,36710,10448,17313,19308,10240,3637,295656,29807,23504,5807,4567,9391
04/2002,9195,2527,5372,2984,8861,4587,17913,12294,48290,21461,19846,6532,1438,114911,2538,43719,2840,6689,32526,12910,16426,2321,2086,27770,13010,22421,2537,2254,1384,1876,5597,5360,12205,2489,4535,23038,7256,4606,4010,21157,15061,17318,4303,3696,5813,16826,13976,15109,8108,5945,29935,5457,4957,4832,332333,17023,21109,15166,7994,34920,18245,17083,30158,4785,1756,37913,10553,17586,19448,10180,3817,300237,30799,23589,5881,4790,9441
04/2003,9808,2591,5704,3043,9068,4830,17798,12481,48247,22799,20111,6538,1571,114224,2530,45110,3050,6727,31944,13139,16595,2442,2218,27311,13201,22264,2623,2284,1444,1994,5660,5443,12579,2520,4890,22331,7378,4540,4037,21181,14651,17347,4570,3901,5924,16562,13963,14755,8228,6034,29361,5347,4959,4655,328646,16769,20668,15274,7866,35071,19435,17984,29919,5239,1948,38163,10578,17786,19430,10447,3791,292703,30637,23839,5908,4841,9471
04/2004,9763,2511,5497,2984,9283,4768,18436,12313,49538,22698,20650,6507,1412,115519,2317,45174,3193,6607,31472,13397,16946,2432,2158,27577,13225,22738,2469,2205,1429,1830,5199,5378,12523,2379,4613,22072,7187,4289,4228,21195,14742,17851,4764,3750,6093,16225,14201,14707,8506,6385,28589,5260,4913,4502,329785,16641,20342,15382,7702,34775,19435,17526,30243,5045,1864,38460,10340,17911,19356,10226,3637,289139,30961,23952,5861,4699,9684
04/2005,9845,2393,5566,2959,9712,4780,19244,12000,50847,23601,20926,6552,1362,117432,2226,45254,3341,6620,31792,13583,17204,2374,2127,28142,13247,23196,2407,2088,1352,1842,5246,5178,12147,2276,4825,21227,7626,4060,4028,21234,14710,18032,4744,3701,6111,16444,14647,14182,8414,6883,29017,5385,4891,4549,330753,16620,20476,16120,7693,35204,20160,18231,30869,5418,1829,39237,10026,17962,19737,9466,3538,289092,31550,24481,5785,4576,10026
04/2006,10220,2295,5666,2864,10194,4759,19991,11698,51133,23735,21558,6687,1286,116926,2362,45120,3315,6805,31166,13727,17224,2346,2145,29118,13459,23337,2356,2040,1439,1760,5382,5038,12416,2303,4984,21528,7883,3925,4097,21706,14430,17673,4760,3775,6273,17158,14746,14449,8180,7434,29037,5622,4820,4515,327254,16422,20321,16362,7576,36112,20992,19955,31692,5498,1809,39824,10262,18389,20528,9051,3492,290561,32357,25133,5769,4412,10944
04/2007,10889,2394,5980,3109,11340,4974,20356,11961,50764,25292,23147,6965,1288,117196,2492,44811,3656,7372,30801,14529,18169,2472,2324,29949,14220,22607,2546,1975,1330,1873,5662,4924,12369,2351,5114,22768,8272,4029,4210,20879,13845,16906,5056,3868,6395,18114,14640,14070,8538,8043,29441,5978,4935,4699,321860,15993,20054,17020,7354,38217,22084,19570,32727,5237,1880,39653,10429,17714,21200,9315,3496,290048,32399,26449,5934,4586,11559
04/2008,10645,2455,5969,3220,12072,4912,20452,12298,51732,26335,22480,6861,1209,118428,2460,45369,4045,7240,30897,14519,18710,2567,2481,31012,14654,22710,2547,1977,1307,1993,5972,4924,12402,2323,5146,23770,8520,3963,4644,20727,13704,17619,5234,4195,6588,18286,14855,13798,8692,8337,29342,5701,4981,4566,321510,15754,19921,17171,7203,34692,23718,20101,33193,5263,1886,39912,10828,17566,21987,9571,3448,291500,33009,27072,6037,4341,12376
04/2009,11147,2587,6196,3397,12272,5053,20647,12865,53376,28523,24188,7290,1312,120182,2685,47202,3415,7517,31010,15207,19605,2768,2533,31920,15349,23149,2703,2101,1380,2095,6167,5796,12280,2595,5281,23752,7926,4157,4605,20759,13868,18103,5600,4375,6442,18327,15159,14497,8849,9112,30876,6213,5240,4809,324512,15821,19615,18767,7305,35394,23569,20746,33720,5576,1940,40332,11194,17502,22256,7779,3626,293218,33439,28313,6447,4597,11673
04/2010,8851,2476,5170,2908,10263,4656,18801,11993,60025,21081,19596,6207,1444,130885,2306,51697,3005,6662,31811,14068,17320,2271,2052,28649,12129,25316,2578,2198,1306,1891,4868,5697,11459,2722,3802,20959,7440,4283,4556,20757,15584,19726,4829,3934,6574,18229,17114,14377,7451,6354,29762,5194,4929,4370,353162,16934,21339,14759,7682,36780,19050,17942,31153,5024,1707,43551,9934,18039,19974,8663,3399,307162,35310,24094,5423,4348,9274
04/2011,8714,2520,5103,2905,11117,4387,17249,11723,61215,21345,19393,5974,1392,132380,2348,50674,2899,6379,30937,15178,17076,2483,2071,28546,12218,25084,2534,2134,1312,1886,4641,5533,11383,2672,3677,20417,7622,4297,4365,20094,15375,20088,4756,3992,6670,17924,17130,14982,7428,6351,29997,5297,4890,4392,354791,16377,21048,14262,7511,36849,18756,18103,31263,4958,1875,42741,9983,17404,20289,8830,3350,300692,34733,24016,5487,4503,9696
04/2012,8603,3107,5015,3184,12417,4400,17462,11863,63035,21720,19013,5844,1392,134869,2372,50571,2912,6389,31176,15778,17149,2465,2297,29016,12427,25434,2712,2194,1458,1995,4594,5799,11207,2611,3714,20211,7796,4307,4507,20055,15427,20468,5034,4068,6903,18507,17499,14498,7365,6619,29924,5580,4906,4503,361753,16440,21131,14743,7442,38008,18738,18179,32027,4957,2034,43369,10102,17163,20445,9295,3476,305514,35499,24154,5749,4991,10462
04/2013,8443,3063,4984,3151,12486,4359,17625,11584,64343,21984,18812,6002,1337,135770,2288,50153,2888,6342,30961,16015,17087,2807,2371,29547,12270,25390,2722,2056,1424,1978,4516,5963,11021,2627,3561,20036,7848,4190,4144,19907,15363,20618,5262,4169,6944,18878,17749,14545,7384,6422,29653,5481,4835,4481,364983,16212,20993,14364,7347,37447,18201,17753,32033,4744,1918,43481,9816,16946,20547,9564,3453,307776,35611,24379,5653,5180,10718
04/2014,8080,3075,4840,3156,12381,4515,17650,11061,65102,21659,18296,5631,1299,133865,2300,49045,2841,5975,30463,15792,16858,2322,2371,29231,12462,25056,2735,2015,1299,1960,4305,5655,10599,2583,3570,19073,7821,4077,3995,19232,15255,20689,5266,4303,6919,18687,17855,14200,6994,6441,29052,5572,4713,4453,364508,15769,20639,13871,7172,38594,16979,17761,32002,4643,1772,43090,9515,16524,19792,9296,3349,306679,35031,24172,5556,5226,10585
04/2015,8234,3241,4884,3106,12367,4540,18091,11962,67893,22592,19550,5853,1438,137006,2331,49564,2888,6239,31066,15720,17418,2466,2516,29904,13092,26138,3415,2208,1338,2091,4509,5871,10903,2720,3921,19266,8408,4202,3915,19656,15802,21373,5883,4432,6847,19413,18721,14804,7073,6722,29524,5697,4836,4546,371802,16126,21146,14409,7446,38369,17445,18282,32506,4993,1875,44253,9668,16756,20365,9919,3433,315167,35995,24356,5739,5488,10404
04/2016,8112,2939,5041,2890,10829,4383,19392,11855,69217,22770,19592,5719,1417,138600,2360,49383,2881,6244,31291,15241,17830,2623,2267,28899,12724,26011,2974,2219,1307,1926,4541,5548,10982,2802,4476,19042,8378,4091,3739,19639,15821,21495,6571,4009,6657,19524,18887,14850,7051,6416,29461,5722,4667,4604,373672,16022,20918,14432,7432,38753,17758,18441,33117,4804,1846,44569,9494,16769,19287,9440,3337,316003,36383,23968,5365,5289,9492
04/2017,8046,3008,5130,2875,11136,4442,19917,12282,69408,22478,19164,5692,1398,139301,2290,49367,2856,6031,31140,15326,18312,2446,2241,28023,12437,25892,2906,2064,1304,1848,4370,5401,10906,2480,4998,19103,8523,3945,3425,19296,15734,21544,6551,4000,6581,19224,18870,14786,6964,6319,29365,5788,4623,4493,375482,15962,20902,14496,7347,38987,17760,18578,33120,4764,1859,44607,9290,16507,18198,9386,3328,316425,36408,22976,5389,4965,9399
